Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool
"November 5, 2022",7:45 PM,3v3 $450 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,14,Best of 1,$450
"November 5, 2022",6:23 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,19,Best of 1,$56
"November 5, 2022",5:45 PM,2v2 $100 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"November 5, 2022",4:40 PM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$14
"November 5, 2022",4:25 PM,2v2 $100 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100
"November 5, 2022",3:30 PM,3v3 *HIGH ROLLER* MWII SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$54
"November 5, 2022",2:40 PM,2v2 $10 FE 1ND MWII SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,34,Best of 1,$10
"November 5, 2022",1:45 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$34
"November 5, 2022",11:00 AM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,28,Best of 1,$10
"November 5, 2022",7:30 AM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75
"November 5, 2022",5:20 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$17
"November 5, 2022",2:50 AM,2v2 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$22
"November 5, 2022",1:50 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$33
"November 5, 2022",12:23 AM,2v2 $50 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50
"November 5, 2022",12:00 AM,4v4 $324,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$324
"November 4, 2022",11:20 PM,3v3 $126 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,12,Best of 1,$126
"November 4, 2022",10:45 PM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$50
"November 4, 2022",10:20 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27
"November 4, 2022",9:28 PM,4v4 $200 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,8,Best of 3,$200
"November 4, 2022",8:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75
"November 4, 2022",7:57 PM,2v2 $128 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 3,$128
"November 4, 2022",7:26 PM,4v4 $200 GTD VARIANT,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,9,Best of 3,$200
"November 4, 2022",6:55 PM,2v2 $50 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50
"November 4, 2022",6:25 PM,4v4 MWII FEMALE ONLY SND @ILUHVLY,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,4,Best of 3,$116
"November 4, 2022",6:08 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$90
"November 4, 2022",5:30 PM,4v4 $2000 CONSOLE PRESTIGE SND CIRCUIT OQ #1,$0,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,5,Best of 3,$200
"November 4, 2022",4:52 PM,2v2 AR/SMG MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$30
"November 4, 2022",4:22 PM,4v4 *ONE DOLLAR* 1ND MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,13,Best of 1,$44
"November 4, 2022",3:46 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,15,Best of 1,$15
"November 4, 2022",3:28 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$150
"November 4, 2022",2:15 PM,1v1 CONSOLE ONLY SND,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,1,Best of 3,$14
"November 4, 2022",12:30 PM,3v3 $150 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$150
"November 4, 2022",10:32 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50
"November 4, 2022",9:33 AM,payout,$0,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$8
"November 4, 2022",8:30 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"November 4, 2022",5:20 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9
"November 4, 2022",3:50 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"November 4, 2022",2:57 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$56
"November 4, 2022",1:20 AM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75
"November 4, 2022",12:20 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$56
"November 3, 2022",11:50 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$26
"November 3, 2022",11:19 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$90
"November 3, 2022",10:24 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"November 3, 2022",9:49 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$87
"November 3, 2022",8:50 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$84
"November 3, 2022",8:21 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$150
"November 3, 2022",7:43 PM,3v3 $450 GTD SND POWERED BY CRXSED,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,19,Best of 3,$450
"November 3, 2022",6:19 PM,4v4 *ONE DOLLAR* 1ND MWII SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,11,Best of 1,$36
"November 3, 2022",6:09 PM,2v2 $150 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$150
"November 3, 2022",5:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75
"November 3, 2022",4:52 PM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$9
"November 3, 2022",3:30 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$150
"November 3, 2022",2:30 PM,3v3 $45 GTD SND | EU HOST ONLY | @Goorilaa,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$45
"November 3, 2022",2:30 PM,4v4 CONSOLE MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,1,Best of 3,$52
"November 3, 2022",12:25 PM,2v2 $100 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100
"November 3, 2022",11:30 AM,2v2 CONSOLE MWII SND (NA + EU),$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$28
"November 3, 2022",9:33 AM,2v2 $50 GTD 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"November 3, 2022",7:20 AM,2v2 MWII SND (NA + EU),$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$14
"November 3, 2022",2:25 AM,2v2 1ND $50 GTD AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 3, 2022",1:20 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$24
"November 2, 2022",11:50 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$70
"November 2, 2022",11:25 PM,3v3 $75 GTD 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75
"November 2, 2022",10:50 PM,4v4 1ND *NO SNIPES* MWII SND,$4,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$36
"November 2, 2022",10:06 PM,2v2 $100 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$100
"November 2, 2022",8:52 PM,3v3 $150 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$150
"November 2, 2022",7:53 PM,2v2 $56 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56
"November 2, 2022",7:10 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,16,Best of 1,$56
"November 2, 2022",6:55 PM,2v2 *HIGH ROLLER* CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$46
"November 2, 2022",6:50 PM,4V4 FEMALE ONLY MWII VARIANT @ILUHVLY,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$88
"November 2, 2022",6:22 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,9,Best of 1,$93
"November 2, 2022",4:25 PM,4v4 DOUBLE ELIM MWII SND,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$72
"November 2, 2022",3:30 PM,3v3 $150 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$150
"November 2, 2022",2:40 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,37,Best of 1,$10
"November 2, 2022",2:25 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27
"November 2, 2022",1:25 PM,2v2 $100 GTD AR/SMG SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 3,$100
"November 2, 2022",10:30 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$50
"November 2, 2022",9:50 AM,1v1 MWII CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$17
"November 2, 2022",5:55 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"November 2, 2022",4:50 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9
"November 2, 2022",2:20 AM,3v3 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$30
"November 2, 2022",1:20 AM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$18
"November 2, 2022",12:50 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"November 1, 2022",11:25 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$75
"November 1, 2022",10:30 PM,2v2 $200 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$200
"November 7, 2022",9:50 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$18
"November 7, 2022",8:53 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75
"November 7, 2022",8:22 PM,2v2 1ND VAZNEV ONLY HP,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$24
"November 7, 2022",8:03 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$120
"November 7, 2022",7:28 PM,2v2 $100 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 3,$100
"November 7, 2022",6:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,9,Best of 1,$75
"November 7, 2022",5:46 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 1,$24
"November 7, 2022",5:22 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 7, 2022",4:51 PM,3v3 $72 GTD,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$72
"November 7, 2022",3:52 PM,4v4 SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 3,$88
"November 7, 2022",3:22 PM,3v3 CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$57
"November 7, 2022",1:29 PM,3v3 $42 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$42
"November 7, 2022",12:41 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,22,Best of 1,$10
"November 7, 2022",11:55 AM,3v3 $42 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$42
"November 7, 2022",8:30 AM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$50
"November 7, 2022",7:20 AM,1v1 CONSOLE ONLY SND,$7,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 3,$23
"November 7, 2022",5:20 AM,1v1 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$14
"November 7, 2022",4:20 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"November 7, 2022",3:20 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"November 7, 2022",2:20 AM,3v3 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$12
"November 7, 2022",1:20 AM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50
"November 7, 2022",12:56 AM,3v3 1ND *NO SNIPES* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"November 7, 2022",12:23 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$34
"November 6, 2022",11:23 PM,3v3 $105 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$105
"November 6, 2022",10:52 PM,2v2 $56 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56
"November 6, 2022",9:50 PM,3v3 $105 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$105
"November 6, 2022",9:37 PM,2v2 MWII AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$54
"November 6, 2022",8:50 PM,4v4 1ND MWII HP,$4,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$56
"November 6, 2022",8:30 PM,3v3 1ND PROMOD SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$21
"November 6, 2022",7:50 PM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$46
"November 6, 2022",6:18 PM,4v4 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,25,Best of 1,$72
"November 6, 2022",5:53 PM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$64
"November 6, 2022",5:20 PM,3v3 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$150
"November 6, 2022",3:33 PM,2v2 $100 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$100
"November 6, 2022",2:40 PM,4v4 $20 FE 1ND HP,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,19,Best of 1,$20
"November 6, 2022",2:30 PM,3v3 $75 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75
"November 6, 2022",1:20 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 6, 2022",12:40 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,18,Best of 1,$15
"November 6, 2022",12:25 PM,2v2 $50 GTD MWII SND (NA + EU),$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50
"November 6, 2022",11:20 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$27
"November 6, 2022",3:10 AM,2v2 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,11,Best of 1,$20
"November 6, 2022",1:18 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$63
"November 5, 2022",11:50 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50
"November 5, 2022",11:25 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$90
"November 5, 2022",10:20 PM,2v2 AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$36
"November 5, 2022",9:30 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$100
"November 5, 2022",8:54 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,10,Best of 1,$93
"November 5, 2022",7:45 PM,3v3 $450 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,13,Best of 1,$450
"November 5, 2022",4:40 PM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$14
"November 5, 2022",1:50 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"November 4, 2022",11:20 PM,3v3 $126 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,11,Best of 1,$126
"November 4, 2022",9:28 PM,4v4 $200 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 3,$200
"November 4, 2022",4:52 PM,2v2 AR/SMG MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$30
"November 4, 2022",10:32 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 4, 2022",12:20 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56
"November 16, 2022",7:53 PM,2v2 *SCAR ONLY* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$48
"November 16, 2022",7:37 PM,2v2 $100 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$100
"November 16, 2022",5:50 PM,3v3 $75 GTD 1ND *NO SNIPES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75
"November 16, 2022",9:25 AM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$28
"November 16, 2022",7:50 AM,1v1 1ND *NO SMOKES* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$7
"November 16, 2022",5:55 AM,1v1 1ND VAZNEV ONLY SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$20
"November 16, 2022",4:25 AM,3v3 $45 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$24
"November 16, 2022",2:20 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$8
"November 16, 2022",1:20 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 15, 2022",11:55 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$75
"November 15, 2022",10:55 PM,4v4 $200 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,4,Best of 1,$200
"November 15, 2022",10:30 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,18,Best of 1,$15
"November 15, 2022",8:40 PM,3v3 $150 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$150
"November 15, 2022",7:53 PM,2v2 AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$52
"November 15, 2022",7:28 PM,3v3 $150 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 3,$150
"November 15, 2022",5:50 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,29,Best of 1,$10
"November 15, 2022",5:23 PM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$36
"November 15, 2022",4:27 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75
"November 15, 2022",3:56 PM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$58
"November 15, 2022",3:23 PM,2v2 CONSOLE SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$46
"November 15, 2022",2:25 PM,3v3 PROMOD SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$45
"November 15, 2022",1:33 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"November 15, 2022",12:45 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,21,Best of 1,$10
"November 15, 2022",11:20 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50
"November 15, 2022",10:50 AM,1v1 1ND *VAZNEV ONLY* HP,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9
"November 15, 2022",9:27 AM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75
"November 15, 2022",4:20 AM,3v3 $75 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$75
"November 15, 2022",3:20 AM,2v2 $50 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$50
"November 15, 2022",2:20 AM,1v1 1ND *SCAR ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$14
"November 15, 2022",1:50 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$28
"November 15, 2022",1:20 AM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$75
"November 15, 2022",12:50 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$12
"November 14, 2022",11:50 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$62
"November 14, 2022",11:20 PM,3v3 1ND *RACEWAY ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"November 14, 2022",10:55 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"November 14, 2022",10:20 PM,4v4 $100 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,4,Best of 1,$100
"November 14, 2022",9:50 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$70
