Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool,Profit
"October 22, 2022",7:20 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21,3.0
"October 22, 2022",6:22 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$63,-33.0
"October 22, 2022",5:50 PM,2v2 1ND AR/SMG VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14,2.0
"October 22, 2022",5:20 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22,8.0
"October 22, 2022",4:30 PM,4v4 $500 GTD DOUBLE ELIM MW VARIANT @Convoy_Gaming_,$7.5,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,6,Best of 3,$400,-220.0
"October 22, 2022",2:50 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$18,2.0
"October 21, 2022",9:50 PM,3v3 1ND VG SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,-3.0
"October 21, 2022",8:00 PM,2v2 1ND AR/SMG VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18,6.0
"October 21, 2022",4:50 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$21,-9.0
"October 21, 2022",2:50 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33,12.0
"October 21, 2022",12:00 AM,4v4$180,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$180,-180.0
"October 21, 2022",12:00 AM,3v3$546,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$546,-546.0
"November 6, 2022",10:25 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$24,8.0
"November 6, 2022",9:20 AM,3v3 $75 GTD MWII SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$75,-12.0
"November 6, 2022",7:49 AM,2v2 $50 GTD AR/SMG SND (NA + EU),$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50,-20.0
"November 6, 2022",6:49 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$10,2.0
"November 6, 2022",6:19 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$36,12.0
"November 6, 2022",4:14 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$36,12.0
"November 6, 2022",3:10 AM,2v2 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,13,Best of 1,$20,6.0
"November 6, 2022",2:00 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$30,10.0
"November 6, 2022",1:18 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$63,21.0
"November 6, 2022",12:30 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50,20.0
"November 5, 2022",11:50 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50,10.0
"November 5, 2022",11:25 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$90,0.0
"November 5, 2022",10:20 PM,2v2 AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$36,4.0
"November 5, 2022",9:45 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$120,30.0
"November 5, 2022",9:30 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100,-10.0
"November 5, 2022",8:54 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,11,Best of 1,$93,39.0
"November 5, 2022",7:45 PM,3v3 $450 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,14,Best of 1,$450,-114.0
"November 5, 2022",6:23 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,19,Best of 1,$56,20.0
"November 5, 2022",5:45 PM,2v2 $100 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100,-10.0
"November 5, 2022",4:40 PM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$14,2.0
"November 5, 2022",4:25 PM,2v2 $100 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100,0.0
"November 5, 2022",3:30 PM,3v3 *HIGH ROLLER* MWII SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$54,6.0
"November 5, 2022",2:40 PM,2v2 $10 FE 1ND MWII SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,34,Best of 1,$10,-10.0
"November 5, 2022",1:45 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$34,6.0
"November 5, 2022",11:00 AM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,28,Best of 1,$10,-10.0
"November 5, 2022",7:30 AM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75,-33.0
"November 5, 2022",5:20 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$17,3.0
"November 5, 2022",2:50 AM,2v2 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$22,8.0
"November 5, 2022",1:50 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$33,15.0
"November 5, 2022",12:23 AM,2v2 $50 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50,0.0
"November 5, 2022",12:00 AM,4v4 $324,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$324,-324.0
"November 4, 2022",11:20 PM,3v3 $126 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,12,Best of 1,$126,54.0
"November 4, 2022",10:45 PM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$50,22.0
"November 4, 2022",10:20 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,3.0
"November 4, 2022",9:28 PM,4v4 $200 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,8,Best of 3,$200,56.0
"November 4, 2022",8:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75,9.0
"November 4, 2022",7:57 PM,2v2 $128 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 3,$128,32.0
"November 4, 2022",7:26 PM,4v4 $200 GTD VARIANT,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,9,Best of 3,$200,70.0
"November 4, 2022",6:55 PM,2v2 $50 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50,0.0
"November 4, 2022",6:25 PM,4v4 MWII FEMALE ONLY SND @ILUHVLY,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,4,Best of 3,$116,12.0
"November 4, 2022",6:08 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$90,15.0
"November 4, 2022",5:30 PM,4v4 $2000 CONSOLE PRESTIGE SND CIRCUIT OQ #1,$0,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,5,Best of 3,$200,-200.0
"November 4, 2022",4:52 PM,2v2 AR/SMG MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$30,10.0
"November 4, 2022",4:22 PM,4v4 *ONE DOLLAR* 1ND MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,13,Best of 1,$44,8.0
"November 4, 2022",3:46 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,15,Best of 1,$15,-15.0
"November 4, 2022",3:28 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$150,0.0
"November 4, 2022",2:15 PM,1v1 CONSOLE ONLY SND,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,1,Best of 3,$14,-6.5
"November 4, 2022",12:30 PM,3v3 $150 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$150,-54.0
"November 4, 2022",10:32 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50,0.0
"November 4, 2022",9:33 AM,payout,$0,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$8,-8.0
"November 4, 2022",8:30 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14,2.0
"November 4, 2022",5:20 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9,3.0
"November 4, 2022",3:50 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21,3.0
"November 4, 2022",2:57 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$56,16.0
"November 4, 2022",1:20 AM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-39.0
"November 4, 2022",12:20 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$56,24.0
"November 3, 2022",11:50 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$26,4.0
"November 3, 2022",11:19 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$90,0.0
"November 3, 2022",10:24 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100,5.0
"November 3, 2022",9:49 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$87,18.0
"November 3, 2022",8:50 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$84,12.0
"November 3, 2022",8:21 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$150,-45.0
"November 3, 2022",7:43 PM,3v3 $450 GTD SND POWERED BY CRXSED,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,19,Best of 3,$450,6.0
"November 3, 2022",6:19 PM,4v4 *ONE DOLLAR* 1ND MWII SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,11,Best of 1,$36,8.0
"November 3, 2022",6:09 PM,2v2 $150 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$150,-70.0
"November 3, 2022",5:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75,9.0
"November 3, 2022",4:52 PM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$9,-1.0
"November 3, 2022",3:30 PM,2v2 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$150,-30.0
"November 3, 2022",2:30 PM,3v3 $45 GTD SND | EU HOST ONLY | @Goorilaa,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$45,0.0
"November 3, 2022",2:30 PM,4v4 CONSOLE MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,1,Best of 3,$52,-22.0
"November 3, 2022",12:25 PM,2v2 $100 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100,-20.0
"November 3, 2022",11:30 AM,2v2 CONSOLE MWII SND (NA + EU),$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$28,-13.0
"November 3, 2022",9:33 AM,2v2 $50 GTD 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50,-26.0
"November 3, 2022",7:20 AM,2v2 MWII SND (NA + EU),$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$14,-6.0
"November 3, 2022",2:25 AM,2v2 1ND $50 GTD AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 3, 2022",1:20 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$24,-12.0
"November 2, 2022",11:50 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$70,30.0
"November 2, 2022",11:25 PM,3v3 $75 GTD 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75,-15.0
"November 2, 2022",10:50 PM,4v4 1ND *NO SNIPES* MWII SND,$4,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$36,12.0
"November 2, 2022",10:06 PM,2v2 $100 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$100,-55.0
"November 2, 2022",8:52 PM,3v3 $150 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$150,30.0
"November 2, 2022",7:53 PM,2v2 $56 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56,14.0
"November 2, 2022",7:10 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,16,Best of 1,$56,8.0
"November 2, 2022",6:55 PM,2v2 *HIGH ROLLER* CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$46,14.0
"November 2, 2022",6:50 PM,4V4 FEMALE ONLY MWII VARIANT @ILUHVLY,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$88,8.0
"November 2, 2022",6:22 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,9,Best of 1,$93,15.0
"November 2, 2022",4:25 PM,4v4 DOUBLE ELIM MWII SND,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$72,24.0
"November 2, 2022",3:30 PM,3v3 $150 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$150,-37.5
"November 2, 2022",2:40 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,37,Best of 1,$10,-10.0
"November 2, 2022",2:25 PM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,3.0
"November 2, 2022",1:25 PM,2v2 $100 GTD AR/SMG SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 3,$100,12.0
"November 2, 2022",10:30 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$50,-30.0
"November 2, 2022",9:50 AM,1v1 MWII CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$17,5.5
"November 2, 2022",5:55 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18,6.0
"November 2, 2022",4:50 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9,3.0
"November 2, 2022",2:20 AM,3v3 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$30,0.0
"November 2, 2022",1:20 AM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$18,-8.0
"November 2, 2022",12:50 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50,-20.0
"November 1, 2022",11:25 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$75,-3.0
"November 1, 2022",10:30 PM,2v2 $200 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$200,-65.0
"November 7, 2022",9:50 PM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$18,2.0
"November 7, 2022",8:53 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$75,30.0
"November 7, 2022",8:22 PM,2v2 1ND VAZNEV ONLY HP,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$24,0.0
"November 7, 2022",8:03 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$120,30.0
"November 7, 2022",7:28 PM,2v2 $100 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 3,$100,44.0
"November 7, 2022",6:23 PM,3v3 $75 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,9,Best of 1,$75,33.0
"November 7, 2022",5:46 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 1,$24,-4.0
"November 7, 2022",5:22 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 7, 2022",4:51 PM,3v3 $72 GTD,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$72,0.0
"November 7, 2022",3:52 PM,4v4 SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 3,$88,12.0
"November 7, 2022",3:22 PM,3v3 CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$57,10.5
"November 7, 2022",1:29 PM,3v3 $42 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$42,0.0
"November 7, 2022",12:41 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,22,Best of 1,$10,-10.0
"November 7, 2022",11:55 AM,3v3 $42 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$42,0.0
"November 7, 2022",8:30 AM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$50,6.0
"November 7, 2022",7:20 AM,1v1 CONSOLE ONLY SND,$7,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 3,$23,5.0
"November 7, 2022",5:20 AM,1v1 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$14,1.0
"November 7, 2022",4:20 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33,3.0
"November 7, 2022",3:20 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14,2.0
"November 7, 2022",2:20 AM,3v3 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$12,0.0
"November 7, 2022",1:20 AM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50,10.0
"November 7, 2022",12:56 AM,3v3 1ND *NO SNIPES* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21,3.0
"November 7, 2022",12:23 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$34,14.0
"November 6, 2022",11:23 PM,3v3 $105 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$105,0.0
"November 6, 2022",10:52 PM,2v2 $56 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56,14.0
"November 6, 2022",9:50 PM,3v3 $105 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 1,$105,15.0
"November 6, 2022",9:37 PM,2v2 MWII AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$54,6.0
"November 6, 2022",8:50 PM,4v4 1ND MWII HP,$4,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$56,-8.0
"November 6, 2022",8:30 PM,3v3 1ND PROMOD SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$21,-9.0
"November 6, 2022",7:50 PM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$46,18.0
"November 6, 2022",6:18 PM,4v4 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,25,Best of 1,$72,28.0
"November 6, 2022",5:53 PM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$64,16.0
"November 6, 2022",5:20 PM,3v3 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$150,-82.5
"November 6, 2022",3:33 PM,2v2 $100 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$100,-4.0
"November 6, 2022",2:40 PM,4v4 $20 FE 1ND HP,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,19,Best of 1,$20,-20.0
"November 6, 2022",2:30 PM,3v3 $75 GTD 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75,0.0
"November 6, 2022",1:20 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 6, 2022",12:40 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,18,Best of 1,$15,-15.0
"November 6, 2022",12:25 PM,2v2 $50 GTD MWII SND (NA + EU),$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50,20.0
"November 6, 2022",11:20 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$27,9.0
"November 6, 2022",3:10 AM,2v2 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,11,Best of 1,$20,2.0
"November 6, 2022",1:18 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$63,-3.0
"November 5, 2022",11:50 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50,0.0
"November 5, 2022",11:25 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$90,-30.0
"November 5, 2022",10:20 PM,2v2 AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$36,-6.0
"November 5, 2022",9:30 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$100,-40.0
"November 5, 2022",8:54 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,10,Best of 1,$93,27.0
"November 5, 2022",7:45 PM,3v3 $450 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,13,Best of 1,$450,-138.0
"November 5, 2022",4:40 PM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$14,0.0
"November 5, 2022",1:50 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33,3.0
"November 4, 2022",11:20 PM,3v3 $126 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,11,Best of 1,$126,39.0
"November 4, 2022",9:28 PM,4v4 $200 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 3,$200,24.0
"November 4, 2022",4:52 PM,2v2 AR/SMG MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$30,0.0
"November 4, 2022",10:32 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 4, 2022",12:20 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$56,14.0
"November 16, 2022",7:53 PM,2v2 *SCAR ONLY* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$48,-6.0
